,Job Title,Salary Estimate,Job Description,Skills,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,min_salary,max_salary,avg_salary,company_txt,job_state,age,python_yn,R_yn,spark,cloud,excel,sql,machine_learning,statistics,salary_range,job_simp,seniority,desc_len
61,Data Scientist,$107K - $134K (Employer est.),Requires a master’s degree in data and analytics or related field or minimum of 5-7 years hands on experience in marketing analytics.…,"Skills: Microsoft Powerpoint, Microsoft Word, Power BI, Microsoft Excel, Management",3.8,Kohler,United States,10000+ Employees,1873,Company - Private,Consumer Product Manufacturing,Manufacturing,$1 to $5 billion (USD),0,107.0,134.0,120.5,Koh,,151,0,1,0,0,1,0,0,0,27.0,data scientist,na,134
62,Data Scientist 2,$97K - $131K (Employer est.),Candidates must live in the immediate area or relocate at their own expense. Connect systems and large data sets across business units and functions to develop……,"Skills: SQL, Statistical analysis, Analysis skills, Data analytics",3.8,BOEING,"Dallas, TX",10000+ Employees,1916,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,97.0,131.0,114.0,BOE,TX,108,0,0,0,0,1,1,0,1,34.0,data scientist,na,161
63,DATA SCIENTIST,$86K - $124K (Glassdoor est.),"Certification Requirements - Epic Cognitive Computing, Alteryx & Python certification using internal training tools expected within 1 year of hire date as well……","Skills: Statistics, Microsoft Excel, Data mining, Spark, R",3.6,TriHealth,"Cincinnati, OH",10000+ Employees,1995,Company - Private,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD),0,86.0,124.0,105.0,TriHea,OH,29,0,1,1,0,1,0,0,1,38.0,data scientist,na,161
64,Data Scientist,$103K - $147K (Glassdoor est.),"MS in one of the following disciplines: Computer Science, Statistics, Data Science, Economics, Applied Math, Operational Research or a related quantitative……","Skills: Kubernetes, Spark, R, Research, SQL",3.6,Audible,"Newark, NJ",1001 to 5000 Employees,1995,Subsidiary or Business Segment,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,103.0,147.0,125.0,Audi,NJ,29,0,1,1,0,1,1,0,0,44.0,data scientist,na,157
65,Data Scientist,$86K - $143K (Employer est.),"Provide measurement and campaign optimization for payments globally, which will inform and shape marketing strategy and user experience across the clients’……","Skills: Computer science, DevOps, Tableau, SQL, Analysis skills",4.0,Deloitte,United States,10000+ Employees,1850,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD),0,86.0,143.0,114.5,Deloi,,174,0,1,0,0,1,1,0,0,57.0,data scientist,na,157
66,Data Scientist 1,$73K - $176K (Employer est.),"Bachelor’s/Master’s degree in a quantitative field (such as Analytics, Statistics, Mathematics, Economics or Engineering) or equivalent field experience.…","Skills: Microsoft Excel, Data mining, R, Google Cloud Platform, E-commerce",3.8,PayPal,"San Jose, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,73.0,176.0,124.5,Pay,CA,26,0,1,0,0,1,0,0,0,103.0,data scientist,na,154
67,Clinical Data Scientist,$106K - $177K (Employer est.),"Bachelor's degree or higher in Computer Science, Data Science, or related field. Database Documentation Maintenance: Maintain and develop comprehensive database……","Skills: SQL, Analysis skills, Machine learning, PostgreSQL, Clinical trials",3.9,IQVIA,Remote,10000+ Employees,2017,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),0,106.0,177.0,141.5,IQ,,7,0,1,0,0,1,1,1,0,71.0,data scientist,na,162
68,Data Scientist,$89K - $129K (Glassdoor est.),"Demonstrated excellence in using Python and SQL to develop data science workflows usings tools such as scikit-learn, Tensorflow, Snowflake, and dbt.…","Skills: TensorFlow, SQL, AWS, Machine learning, Regression analysis",4.0,Mimecast,"Lexington, MA",1001 to 5000 Employees,2003,Company - Private,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),0,89.0,129.0,109.0,Mimec,MA,21,0,1,0,1,1,1,1,0,40.0,data scientist,na,149
69,"Data Scientist II, Customer Analytics",$112K - $179K (Employer est.),"Use your creativity and commercial acumen to translate business problems into structured analytical questions, and choose the most appropriate methodologies to……","Skills: Management, Big data, R, SQL, Analysis skills",3.8,Expedia Group,"Austin, TX",10000+ Employees,1996,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),0,112.0,179.0,145.5,Expedia Gr,TX,28,0,1,0,0,1,1,0,0,67.0,data scientist,na,161
70,HR Decision Scientist,$123K - $150K (Employer est.),Strength in analyzing data and developing machine-learning models in one or more data science programming language such as R or Python.…,"Skills: Cognos, Data mining, R, Alteryx, Tableau",3.8,Disney,"Burbank, CA",10000+ Employees,1923,Company - Public,Film Production,Media & Communication,$10+ billion (USD),0,123.0,150.0,136.5,Dis,CA,101,0,1,0,0,1,0,0,0,27.0,na,na,136
71,Sr Data Scientist,$187K - $203K (Employer est.),"Requires Master’s Degree in Computer Science, Data Science, Electrical Engineering, or closely related and 1 year of experience in the job offered or in machine……","Skills: SQL, AWS, Machine learning, AI, Python",3.4,Fanatics Inc.,"San Mateo, CA",10000+ Employees,1996,Company - Private,Internet & Web Services,Information Technology,$1 to $5 billion (USD),0,187.0,203.0,195.0,Fanatics I,CA,28,1,1,0,1,1,1,1,0,16.0,data scientist,senior,162
72,Sr Data Scientist,$88K - $150K (Employer est.),"Communication and Collaboration: Strong communication skills, both written and verbal, with the ability to effectively communicate complex technical concepts to……","Skills: TensorFlow, Underwriting, Spark, Data analysis skills, SQL",3.8,Chubb,"Whitehouse Station, NJ",10000+ Employees,1792,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,88.0,150.0,119.0,Ch,NJ,232,0,1,1,0,1,1,0,0,62.0,data scientist,senior,162
73,Data Scientist,$76K - $125K (Glassdoor est.),"At least five years of experience in the data science field focusing on data transformation and integration. Design and develop new, scalable tools, dashboards,……","Skills: Multilingual, Machine learning, Natural language processing, Data science, AI",4.0,Altamira Technologies Corp.,"Tampa, FL",201 to 500 Employees,2001,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD),0,76.0,125.0,100.5,Altamira Technologies Co,FL,23,0,1,0,0,1,0,1,0,49.0,data scientist,na,162
74,Data Scientist V,$192K - $264K (Employer est.),"M.S. or Ph.D. in one of the core engineering field, physics, chemistry, mathematics, statistics, or computer science. Experience with utilizing HPC and MLOps.…","Skills: TensorFlow, Statistics, Computer science, Software troubleshooting, Calculus",4.0,Applied Materials,"Santa Clara, CA",10000+ Employees,1967,Company - Public,Electronics Manufacturing,Manufacturing,$10+ billion (USD),0,192.0,264.0,228.0,Applied Materi,CA,57,0,1,0,0,1,0,0,1,72.0,data scientist,na,159
75,Decision Scientist,$95K - $145K (Employer est.),"Master’s degree (U.S. or foreign equivalent) in Data Analytics, Data Science or related field and one (1) year of experience in the job offered or related role……","Skills: Kubernetes, Tableau, Linux, Analytics",4.1,"Red Hat, Inc.",North Carolina,10000+ Employees,1993,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),0,95.0,145.0,120.0,"Red Hat, I",,31,0,1,0,0,1,0,0,0,50.0,na,na,161
76,Data Scientist 2,$85K - $130K (Glassdoor est.),"BS/BA Degree in data science, mathematics, statistics, computer science, or a related field. Problem solving, debugging/troubleshooting and the designing and……","Skills: Computer science, R, Tableau, Java, SQL",4.5,The Church of Jesus Christ of Latter-day Saints,"Salt Lake City, UT",10000+ Employees,1830,Nonprofit Organization,Religious Institutions,Nonprofit & NGO,Unknown / Non-Applicable,0,85.0,130.0,107.5,The Church of Jesus Christ of Latter-day Sai,UT,194,0,1,0,0,1,1,0,0,45.0,data scientist,na,159
77,Sr. Data Scientist,$97K - $134K (Employer est.),Use robust and powerful machine learning algorithms to develop predictive models that can be deployed to improve profitability across the entire life-cycle of……,"Skills: Relational databases, R, Microsoft SQL Server, SQL, Analysis skills",3.6,Exeter Finance LLC,"Irving, TX",1001 to 5000 Employees,2006,Company - Private,Banking & Lending,Financial Services,$500 million to $1 billion (USD),0,97.0,134.0,115.5,Exeter Finance,TX,18,0,1,0,0,1,1,0,0,37.0,data scientist,senior,160
78,Mathematical Statistician (Data Scientist),$63K - $98K (Employer est.),Examples of specialized experience include: Writing code in a widely used statistical/data science software application or equivalent programming languages (e.g……,"Skills: Statistics, Calculus, R, Statistical analysis, C",4.2,U.S. Department of Justice,"Washington, DC",10000+ Employees,1870,Government,National Agencies,Government & Public Administration,Unknown / Non-Applicable,0,63.0,98.0,80.5,U.S. Department of Just,DC,154,0,1,0,0,1,0,0,1,35.0,data scientist,na,162
79,Data Scientist II,$98K - $209K (Employer est.),"OR related field AND 3+ years data-science experience (e.g., managing structured and unstructured data, applying statistical techniques and reporting results).…","Skills: Data mining, R, Machine learning, Distributed systems, Data science",4.2,Microsoft,"Redmond, WA",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,98.0,209.0,153.5,Micros,WA,49,0,1,0,0,1,0,1,0,111.0,data scientist,na,160
80,Data Scientist - TikTok Live,$144K - $240K (Employer est.),"Research data science theories and methodology, improve analysis efficiency and data product tools. The primary role of a Data Scientist is to conduct deep……","Skills: Agency management, R, Data analysis skills, SQL, Analysis skills",3.3,TikTok,"San Jose, CA",10000+ Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,144.0,240.0,192.0,Tik,CA,8,0,1,0,0,1,1,0,0,96.0,data scientist,na,157
81,Lead Data Scientist - People Analytics,$127K - $175K (Employer est.),"Exercises independent judgment and decision making on complex issues regarding job duties and related tasks, and works under minimal supervision, uses……","Skills: Statistics, Power BI, Microsoft Excel, Microsoft SQL Server, SSRS",3.8,Humana,Remote,10000+ Employees,1961,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,127.0,175.0,151.0,Hum,,63,0,1,0,0,1,1,0,1,48.0,data scientist,senior,152
82,"Data Scientist, Analytics",$110K - $130K (Employer est.),"Analyze data, build BI tools and develop financial models. At the federal level, marijuana is an illegal schedule 1 drug; therefore, we will not employ any……","Skills: AWS, S3, Data science",3.5,Axos Bank,"San Diego, CA",1001 to 5000 Employees,2000,Company - Public,Banking & Lending,Financial Services,$500 million to $1 billion (USD),0,110.0,130.0,120.0,Axos B,CA,24,0,0,0,1,1,0,0,0,20.0,data scientist,na,157
83,Bioinformatics Data Scientist,$45.21 - $84.67 Per Hour (Employer est.),"The individual will also utilize and develop algorithms, computational techniques, and statistical methodologies and will assist in the design of new……","Skills: Operating systems, Management, Customer service, Relational databases, Software deployment",4.2,UC San Diego,"San Diego, CA",10000+ Employees,1960,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,1,90.42,169.34,64.94,UC San Di,CA,64,0,1,0,0,1,0,0,0,39.46,data scientist,na,151
84,Staff Data Scientist,$146K - $270K (Employer est.),"Proven leadership skills, such as aligning complex technical decisions across teams, mentoring, coordinating cross-functional relationships with non-technical……","Skills: Statistics, R, Java, SQL, Statistical analysis",3.6,Warner Bros. Discovery,United States,10000+ Employees,2022,Company - Public,Film Production,Media & Communication,$10+ billion (USD),0,146.0,270.0,208.0,Warner Bros. Discov,,2,0,1,0,0,1,1,0,1,124.0,data scientist,na,160
85,Staff Data Scientist | Product,$225K - $265K (Employer est.),"You will partner closely in Ramp’s development process through product ideation, experimental design, implementation, execution, and analysis.…","Skills: SQL, Purchasing, Redshift, Python, Analytics",4.3,Ramp Financial,United States,201 to 500 Employees,2019,Company - Private,Financial Transaction Processing,Financial Services,Unknown / Non-Applicable,0,225.0,265.0,245.0,Ramp Financ,,5,1,1,0,0,1,1,0,0,40.0,data scientist,na,143
86,Applied Scientist II,$98K - $209K (Employer est.),"They will play a key role in driving algorithmic improvements to online and offline systems, develop and deliver robust and scalable solutions, make direct……","Skills: TensorFlow, Statistics, Computer science, Data mining, Research",4.2,Microsoft,"Redmond, WA",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,98.0,209.0,153.5,Micros,WA,49,0,1,0,0,1,0,0,1,111.0,na,na,157
87,Associate Scientist - Chemical Data Steward,$85K - $115K (Employer est.),"The ideal candidate is able to critically evaluate supplier material descriptions, chemical identification and other supplier data to develop a data package for……","Skills: Organic chemistry, GPS, Data entry, Data collection, Communication skills",4.1,Procter & Gamble,"Mason, OH",10000+ Employees,1837,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),0,85.0,115.0,100.0,Procter & Gam,OH,187,0,1,0,0,1,0,0,0,30.0,na,na,162
88,Data Scientist,$77K - $128K (Glassdoor est.),"Problem-Solving, using data to help the company make decisions, finding patterns and solutions to improve our capabilities, and develop investment strategies.…","Skills: Power BI, Data mining, Big data, R, Tableau",4.0,Michelin,"Woodburn, IN",10000+ Employees,1889,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD),0,77.0,128.0,102.5,Miche,IN,135,0,1,0,0,1,0,0,0,51.0,data scientist,na,159
